ᎤᎭ|ù:ha||u¹ha|He has something solid|uu1ha
ᏓᎾᏓᎪᏩᏘᏍᎪᎢ|dà:nada:gowhtǐ:sgóɂi||da¹nạ²da²gowh²ti²³sgọ³ɂi|They are often seeing each other|daa1naa2daa2gowh2tii23sgo3-i
ᎤᎮᏍᏗ|ù:hé:sdi||u¹he³sdi|He will be having something solid|uu1hee3sdi
ᎣᏥᎷᎦ|ò:ji:lù:gā||o¹ji²lu¹ga²|They and I recently climbed it|oo1jii2luu1ga2
ᏙᎩᎧᎭ|dò:gi:káha||do¹gi²kạ³ha|They and I have living things|doo1gii2ka3ha
ᏔᎭᏗᏔ|ta:dǐ:ta||ta²di²³ta|Let you drink drinks|taa2dii23ta
ᏕᎾᏓᎪᏩᏘᏍᎪᎢ|dé:nada:gowhtǐ:sgóɂi||de³nạ²da²gowh²ti²³sgọ³ɂi|You and I are often seeing each other|dee3na2daa2gowh2tii23sgo3-i
ᏚᏂᎧᎭ|dù:ni:káha||du¹ni²kạ³ha|They have living things|duu1nii2ka3ha
ᎣᏍᏗᎷᎦ|ò:sdi:lù:gā||o¹sdi²lu¹ga²|He and I recently climbed it|oo1sdii2luu1ga2
ᏗᏗᎭᏗᏔ|dida:dǐ:ta||dị²da²di²³ta|Let all of us drink drinks|di2daa2dii23ta
ᏕᏓᏓᎪᏩᏘᏍᎪᎢ|dé:dada:gowhtǐ:sgóɂi||de³dạ²da²gowh²ti²³sgọ³ɂi|All of us are often seeing each other|dee3da2daa2gowh2tii23sgo3-i
ᏓᎩᎧᎭ|dà:gikáha||da¹gị²kạ³ha|I have living things|daa1gi2ka3ha
ᏗᏂᎭᏗᏔ|dína:dǐ:ta||dị³na²di²³ta|Let you and me drink drinks|di3naa2dii23ta
ᏙᏣᏓᎪᏩᏘᏍᎪᎢ|dò:jada:gowhtǐ:sgóɂi||do¹jạ²da²gowh²ti²³sgọ³ɂi|They and I are often seeing each other|doo1ja2daa2gowh2tii23sgo3-i
ᏍᏓᏓ|sdada||sdạ²da|Let you both say|sda2da
ᏕᏣᎧᎭ|de:jakáha||de²jạ²kạ³ha|You have living things|dee2ja2ka3ha
ᏫᏦᏥᎭᏗᏔ|wijò:ja:dǐ:ta||wị²jo¹ja²di²³ta|Let them and me drink drinks|wi2joo1jaa2dii23ta
ᏙᏍᏓᏓᎪᏩᏘᏍᎪᎢ|dò:sdada:gowhtǐ:sgóɂi||do¹sdạ²da²gowh²ti²³sgọ³ɂi|He and I are often seeing each other|doo1sda2daa2gowh2tii23sgo3-i
ᎢᏣᏓ|ì:jada||i¹jạ²da|Let you all say|ii1ja2da
ᏫᏗᏂᎭᏗᏔ|widina:dǐ:ta||wị²dị²na²di²³ta|Let them drink drinks|wi2di2naa2dii23ta
ᎠᏓᎪᏩᏘᎭ|à:da:gowhtíha||a¹da²gowh²tị³ha|He is seeing himself|aa1daa2gowh2ti3ha
ᏣᎦᏙᏍᏓ|jaktǒ:sdā||jạ²kto²³sda²|He recently looked at you|ja2ktoo23sda2
ᎤᏓᏚᎸᎲᎢ|ù:dadu:lv:hv̌:ɂi||u¹dạ²du²lv²hv²³ɂi|He wanted himself a while ago|uu1da2duu2lvv2hvv23-i
ᏗᎦᏚᎩᏍᏗ|digatǔ:gî:sdi||dị²gạ²tu²³gi³²sdi|For all of us to drink alcoholic drinks|di2ga2tuu23gii32sdi
ᏗᏣᏓᎦᏙᏍᏙᏗ|dijadaktǒ:sdóhdi||dị²jạ²dạ²kto²³sdoh³di|For you all to look at each other|di2ja2da2ktoo23sdoh3di
ᏫᏦᏍᏗᎭᏗᏔ|wijò:sda:dǐ:ta||wị²jo¹sda²di²³ta|Let him and me drink drinks|wi2joo1sdaa2dii23ta
ᎭᏓᎪᏩᏘᎭ|hada:gowhtíha||hạ²da²gowh²tị³ha|You are seeing yourself|haa2daa2gowh2ti3ha
ᎨᏦᎵᏨᎢ|gé:jo:li:jv̌:ɂi||ge³jo²li²jv²³ɂi|They recognized you all a while ago|gee3joo2lii2jvv23-i
ᏗᎩᎾᏚᎩᏍᏗ|diginatǔ:gî:sdi||dị²gị²nạ²tu²³gi³²sdi|For you and me to drink alcoholic drinks|di2gi2na2tuu23gii32sdi
ᎠᎾᏓᎪᏩᏘᎭ|à:nada:gowhtíha||a¹nạ²da²gowh²tị³ha|They are seeing themselves|aa1naa2daa2gowh2ti3ha
ᎪᏦᎵᏨᎢ|go:jo:li:jv̌:ɂi||go²jo²li²jv²³ɂi|They and I recognized them (animate) a while ago|goo2joo2lii2jvv23-i
ᏫᏓᎦᏙᏍᏓ|widaktǒ:sda||wị²dạ²kto²³sda|Let him look at them|wi2da2ktoo23sda
ᎠᏆᏓᏚᎸᎲᎢ|à:gwadadu:lv:hv̌:ɂi||a¹gwạ²dạ²du²lv²hv²³ɂi|I wanted myself a while ago|aa1gwaa2da2duu2lvv2hvv23-i
ᏗᏥᏍᏗᎦ|diji:sdǐ:ga||dị²ji²sdi²³ga|Let you all eat rod shaped things|di2jii2sdii23ga
ᎢᎾᏓᎪᏩᏘᎭ|ì:nada:gowhtíha||i¹nạ²da²gowh²tị³ha|You and I are seeing ourselves|ii1na2daa2gowh2ti3ha
ᎪᏍᏙᎵᏨᎢ|go:sdo:li:jv̌:ɂi||go²sdo²li²jv²³ɂi|He and I recognized them (animate) a while ago|goo2sdoo2lii2jvv23-i
ᏕᏨᏴᎢ|dé:jù:wǎ:yv́:ɂi||de³ju¹wa²³yv³ɂi|You all had rod shaped things a while ago|dee3juu1waa23yvv3-i
ᎯᏲᎵᏍᏗ|hi:yo:lí:sdi||hi²yo²li³sdi|For you to recognize him|hii2yoo2lii3sdi
ᎢᏓᏓᎪᏩᏘᎭ|ì:dada:gowhtíha||i¹dạ²da²gowh²tị³ha|All of us are seeing ourselves|ii1da2daa2gowh2ti3ha
ᎣᎦᏓᏚᎸᎲᎢ|ò:gadadu:lv:hv̌:ɂi||o¹gạ²dạ²du²lv²hv²³ɂi|They and I wanted ourselves a while ago|oo1ga2da2duu2lvv2hvv23-i
ᎢᎩᏘᏗ|ì:gì:tdi||i¹gi¹tdi|For all of us to bake something|ii1gii1tdi
ᎢᏨᏲᎵᏍᏗ|ì:jv:yo:lí:sdi||i¹jv²yo²li³sdi|For us, me, two, or we all to recognize you all; For we all to recognize you, two|ii1jvv2yoo2lii3sdi
ᎣᏣᏓᎪᏩᏘᎭ|ò:jada:gowhtíha||o¹jạ²da²gowh²tị³ha|They and I are seeing ourselves|oo1ja2daa2gowh2ti3ha
ᎢᏍᎩᏲᎵᏍᏗ|ì:sgi:yo:lí:sdi||i¹sgi²yo²li³sdi|For you, two, or all to recognize us all; For you all to recognize me|ii1sgii2yoo2lii3sdi
ᎣᏍᏓᏓᎪᏩᏘᎭ|ò:sdada:gowhtíha||o¹sdạ²da²gowh²tị³ha|He and I are seeing ourselves|oo1sda2daa2gowh2ti3ha
ᎦᎯᏲᎵᏍᏗ|gahi:yo:lí:sdi||gạ²hi²yo²li³sdi|For you to recognize them (animate)|ga2hii2yoo2lii3sdi
ᎣᎩᎾᏓᏚᎸᎲᎢ|ò:ginadadu:lv:hv̌:ɂi||o¹gị²nạ²dạ²du²lv²hv²³ɂi|He and I wanted ourselves a while ago|oo1gi2na2da2duu2lvv2hvv23-i
ᎨᏣᎦᏙᏍᏗ|ge:jà:ktǒ:sdi||ge²ja¹kto²³sdi|They are looking at you|gee2jaa1ktoo23sdi
ᎠᎩᎰᎢ|à:gihó:ɂi||a¹gị²ho³ɂi|I usually have something solid|aa1gi2hoo3-i
ᎨᎪᎵᏨᎢ|ge:gohljv̌:ɂi||ge²gohl²jv²³ɂi|They recognized all of us a while ago|gee2gohl2jvv23-i
ᏫᎦᏓᏙᎵᎩ|wigada:do:lì:gi||wị²gạ²da²do²li¹gi|Let me recognize myself|wi2ga2daa2doo2lii1gi
ᏓᏃᎵᎦ|dà:nohlga||da¹nohl²ga|They understand things; They recognize them (animate)|daa1nohl2ga
ᏕᏃᎵᎦ|dé:nohlga||de³nohl²ga|You and I understand things|dee3nohl2ga
ᏕᏙᎵᎦ|dé:dohlga||de³dohl²ga|All of us understand things|dee3dohl2ga
ᏙᏦᎵᎦ|dò:johlga||do¹johl²ga|They and I understand things|doo1johl2ga
ᏙᏍᏙᎵᎦ|dò:sdohlga||do¹sdohl²ga|He and I understand things|doo1sdohl2ga
ᏍᎩᎾᏚᎳ|sginadǔ:la||sgị²nạ²du²³la|Let you both want me|sgii2na2duu23la
ᏍᎩᎪᏩᏔ|sgigò:wahta||sgị²go¹wah²ta|Let you see me|sgii2goo1wah2ta
ᏗᏍᏗᎪᏩᏔ|disdi:gò:wahta||dị²sdi²go¹wah²ta|Let you both see them (inanimate)|di2sdii2goo1wah2ta
ᏕᏥᎪᏩᏔ|de:jigò:wahtā||de²jị²go¹wah²ta²|I recently saw them (inanimate)|dee2ji2goo1wah2ta2
ᎢᏥᏥ|ì:ji:ji||i¹ji²ji|Your all's mother|ii1jii2ji
ᏚᏁᎲᎢ|du:ne:hv̌:ɂi||du²ne²hv²³ɂi|He had liquid things a while ago|duu2nee2hvv23-i
ᎤᎸᏒᎢ|ù:lv̂:sv̌:ɂi||u¹lv³²sv²³ɂi|He climbed it a while ago|uu1lvv32svv23-i
ᏓᏗᏔᏍᎦ|dà:di:tásga||da¹di²tạ³sga|He is drinking drinks|daa1dii2ta3sga
ᏓᎾᏓᎦᏙᏍᏗᏍᎪᎢ|dà:nadà:ktǒ:sdí:sgó:ɂi||da¹nạ²da¹kto²³sdi³sgo³ɂi|They are often looking at each other|daa1naa2daa1ktoo23sdii3sgoo3-i
ᏗᏊᏗᏔᏍᏗ|dìgwa:di:tasdi||dị¹gwa²di²tạ²sdi|For me to drink drinks|di1gwaa2dii2ta2sdi
ᏕᎾᏓᎦᏙᏍᏗᏍᎪᎢ|dé:nadà:ktǒ:sdí:sgó:ɂi||de³nạ²da¹kto²³sdi³sgo³ɂi|You and I are often looking at each other|dee3na2daa1ktoo23sdii3sgoo3-i
ᎮᎪᎢ|hé:góɂi||he³gọ³ɂi|You usually are going|hee3go3-i
ᏕᏓᏓᎦᏙᏍᏗᏍᎪᎢ|dé:dadà:ktǒ:sdí:sgó:ɂi||de³dạ²da¹kto²³sdi³sgo³ɂi|All of us are often looking at each other|dee3da2daa1ktoo23sdii3sgoo3-i
ᎢᏂᎴᎦ|ì:ní:lè:ga||i¹ni³le¹ga|You and I are climbing it|ii1nii3lee1ga
ᏙᏣᏓᎦᏙᏍᏗᏍᎪᎢ|dò:jadà:ktǒ:sdí:sgó:ɂi||do¹jạ²da¹kto²³sdi³sgo³ɂi|They and I are often looking at each other|doo1ja2daa1ktoo23sdii3sgoo3-i
ᎢᏗᎴᎦ|ì:dí:lè:ga||i¹di³le¹ga|All of us are climbing it|ii1dii3lee1ga
ᏙᏍᏓᏓᎦᏙᏍᏗᏍᎪᎢ|dò:sdadà:ktǒ:sdí:sgó:ɂi||do¹sdạ²da¹kto²³sdi³sgo³ɂi|He and I are often looking at each other|doo1sda2daa1ktoo23sdii3sgoo3-i
ᏗᏣᏟᏐᏗ|dijàhlǐ:sóhdi||dị²jạ¹hli²³soh³di|For you to gather things|di2ja1hlii23soh3di
ᎠᏓᎦᏙᏍᏓ|à:daktǒ:sdā||a¹dạ²kto²³sda²|He recently looked at himself|aa1da2ktoo23sda2
ᏗᏥᏯᎦ|diji:hyaga||dị²ji²hyạ²ga|Let you all eat flexible things|di2jii2hya2ga
ᏕᏥᏍᏗᎦ|de:jisdǐ:gā||de²jị²sdi²³ga²|I recently ate rod shaped things|dee2ji2sdii23ga2
ᏫᏗᎦᎭᏗᏔ|widiga:dǐ:ta||wị²dị²ga²di²³ta|Let me drink drinks|wi2di2gaa2dii23ta
ᏧᏚᎩᏍᏗ|ju:tǔ:gî:sdi||ju²tu²³gi³²sdi|For him to drink alcoholic drinks|juu2tuu23gii32sdi
ᎠᎾᏓᎦᏙᏍᏓ|à:nadaktǒ:sdā||a¹nạ²dạ²kto²³sda²|They recently looked at themselves|aa1naa2da2ktoo23sda2
ᏍᏓᏓ|sdadā||sdạ²da²|You both recently said|sda2da2
ᏔᎦᏙᏍᏓ|taktǒ:sda||tạ²kto²³sda|Let you look at them (inanimate)|ta2ktoo23sda
ᎣᏣᏓᎦᏙᏍᏓ|ò:jadaktǒ:sdā||o¹jạ²dạ²kto²³sda²|They and I recently looked at ourselves|oo1ja2da2ktoo23sda2
ᏗᏍᏗᏍᏗᎦ|disdi:sdǐ:ga||dị²sdi²sdi²³ga|Let you both eat rod shaped things|di2sdii2sdii23ga
ᏕᏣᏚᎦ|dé:jatǔ:gā||de³jạ²tu²³ga²|You all recently drank alcoholic drinks|dee3ja2tuu23ga2
ᎭᏓᎦᏙᏍᏓ|hadaktǒ:sda||hạ²dạ²kto²³sda|Let you look at yourself|haa2da2ktoo23sda
ᎣᏍᏓᏓᎦᏙᏍᏓ|ò:sdadaktǒ:sdā||o¹sdạ²dạ²kto²³sda²|He and I recently looked at ourselves|oo1sda2da2ktoo23sda2
ᏕᏍᏓᏚᎦ|de:sdatǔ:gā||de²sdạ²tu²³ga²|You both recently drank alcoholic drinks|dee2sda2tuu23ga2
ᎢᏨᏲᎵᏨᎢ|ì:jv:yo:li:jv̌:ɂi||i¹jv²yo²li²jv²³ɂi|I, we two, or we all recognized you all a while ago; We all recognized you, two a while ago|ii1jvv2yoo2lii2jvv23-i
ᏗᏓᎦᏙᏍᏓ|didaktǒ:sda||dị²dạ²kto²³sda|Let all of us look at them (inanimate)|di2da2ktoo23sda
ᎢᏍᎩᏲᎵᏨᎢ|ì:sgi:yo:li:jv̌:ɂi||i¹sgi²yo²li²jv²³ɂi|You, two, or all recognized us all a while ago; You all recognized me a while ago|ii1sgii2yoo2lii2jvv23-i
ᏗᎾᎦᏙᏍᏓ|dínaktǒ:sda||dị³nạ²kto²³sda|Let you and me look at them (inanimate)|di3na2ktoo23sda
ᎦᏓᎪᏩᏘᎭ|gada:gowhtíha||gạ²da²gowh²tị³ha|I am seeing myself|ga2daa2gowh2ti3ha
ᎦᎯᏲᎵᏨᎢ|gahi:yo:li:jv̌:ɂi||gạ²hi²yo²li²jv²³ɂi|You recognized them (animate) a while ago|ga2hii2yoo2lii2jvv23-i
ᏗᎦᏚᎸᏗ|digaduhldi||dị²gạ²duhl²di|For all of us to want them (inanimate)|di2ga2duhl2di
ᏕᏣᏓᏚᎵᎭ|dé:jadadu:líha||de³jạ²dạ²du²lị³ha|You all are wanting each other|dee3ja2da2duu2li3ha
ᏕᏍᏓᏓᏚᎵᎭ|de:sdadadu:líha||de²sdạ²dạ²du²lị³ha|You both are wanting each other|dee2sdaa2da2duu2li3ha
ᏫᏦᏣᎦᏙᏍᏓ|wijò:jaktǒ:sda||wị²jo¹jạ²kto²³sda|Let them and me look at them (inanimate)|wi2joo1ja2ktoo23sda
ᎪᎵᎪᎢ|go:li:gó:ɂi||go²li²go³ɂi|I usually understand it|goo2lii2goo3-i
ᏫᏗᎾᎦᏙᏍᏓ|widinaktǒ:sda||wị²dị²nạ²kto²³sda|Let them look at them|wi2di2na2ktoo23sda
ᎠᎩᎲᎢ|à:gihv̌:ɂi||a¹gị²hv²³ɂi|I had something solid a while ago|aa1gi2hvv23-i
ᎬᎪᏩᏛᏗ|gv:gowhtv́hdi||gv²gowh²tvh³di|For me to see you|gvv2gowh2tvh3di
ᏫᏦᏍᏓᎦᏙᏍᏓ|wijò:sdaktǒ:sda||wị²jo¹sdạ²kto²³sda|Let him and me look at them (inanimate)|wi2joo1sda2ktoo23sda
ᏣᎰᎢ|jahó:ɂi||jạ²ho³ɂi|You usually have something solid|ja2hoo3-i
ᏥᎪᏩᏛᏗ|ji:gowhtv́hdi||ji²gowh²tvh³di|For me to see him|jii2gowh2tvh3di
ᏍᏛᎪᏩᏛᏗ|sdv:gowhtv́hdi||sdv²gowh²tvh³di|For me to see you both; For we two to see you or you both|sdvv2gowh2tvh3di
ᏦᎩᎪᏩᏛᏗ|jò:gi:gowhtv́hdi||jo¹gi²gowh²tvh³di|For them and me to see them (inanimate)|joo1gii2gowh2tvh3di
ᏧᏂᎪᏩᏛᏗ|jù:ni:gowhtv́hdi||ju¹ni²gowh²tvh³di|For them to see them|juu1nii2gowh2tvh3di
ᏗᎩᎾᏚᎸᏗ|diginaduhldi||dị²gị²nạ²duhl²di|For you and me to want them (inanimate)|di2gi2na2duhl2di
ᎦᏥᎪᏩᏛᏗ|gaji:gowhtv́hdi||gạ²ji²gowh²tvh³di|For me to see them (animate)|ga2jii2gowh2tvh3di
ᏦᎩᏂᎪᏩᏛᏗ|jò:gini:gowhtv́hdi||jo¹gị²ni²gowh²tvh³di|For him and me to see them (inanimate)|joo1gi2nii2gowh2tvh3di
ᎣᏍᏙᎵᎦ|ò:sdo:lì:ga||o¹sdo²li¹ga|He and I recognize him|oo1sdoo2lii1ga
ᏙᏍᏙᎵᎦ|dò:sdohlgā||do¹sdohl²ga²|He and I recently understood things|doo1sdohl2ga2
ᏫᎨᏥᎪᏩᏔ|wige:ji:gò:wahta||wị²ge²ji²go¹wah²ta|Let them be seen|wi2gee2jii2goo1wah2ta
ᏕᎩᎪᎲᎢ|dé:gi:go:hv̌:ɂi||de³gi²go²hv²³ɂi|All of us saw them (inanimate) a while ago|dee3gii2goo2hvv23-i
ᏙᎩᎪᎲᎢ|dò:gi:go:hv̌:ɂi||do¹gi²go²hv²³ɂi|They and I saw them (inanimate) a while ago|doo1gii2goo2hvv23-i
ᏚᏂᎪᎲᎢ|dù:ni:go:hv̌:ɂi||du¹ni²go²hv²³ɂi|They saw them a while ago|duu1nii2goo2hvv23-i
ᏓᎩᎪᎲᎢ|dà:gigo:hv̌:ɂi||da¹gị²go²hv²³ɂi|I saw them (inanimate) a while ago|daa1gi2goo2hvv23-i
ᏕᏣᎪᎲᎢ|de:jago:hv̌:ɂi||de²jạ²go²hv²³ɂi|You saw them (inanimate) a while ago|dee2ja2goo2hvv23-i
ᏕᎩᏂᎪᎲᎢ|de:gini:go:hv̌:ɂi||de²gị²ni²go²hv²³ɂi|You and I saw them (inanimate) a while ago|dee2gi2nii2goo2hvv23-i
ᏙᎩᏂᎪᎲᎢ|dò:gini:go:hv̌:ɂi||do¹gị²ni²go²hv²³ɂi|He and I saw them (inanimate) a while ago|doo1gi2nii2goo2hvv23-i
ᎢᏂᎷᎦ|ì:ni:lù:ga||i¹ni²lu¹ga|Let you and me climb it|ii1nii2luu1ga
ᎤᎸᏍᏗ|ù:lv̀:sdi||u¹lv¹sdi|For him to climb it|uu1lvv1sdi
ᎢᏨᏥ|ì:jv:ji||i¹jv²ji|I, your all's mother|ii1jvv2ji
ᏕᏥᏯᎦ|de:jiyagā||de²jị²yạ²ga²|I recently ate flexible things|dee2ji2ya2ga2
ᏓᎭᏗᏔ|da:dǐ:tā||da²di²³ta²|He recently drank drinks|daa2dii23ta2
ᎨᎦᎦᏙᏍᏙᏗ|ge:gagà:tǒ:sdóhdi||ge²gạ²ga¹to²³sdoh³di|For them to be looked at|gee2ga2gaa1too23sdoh3di
ᎦᏓᎦᏙᏍᏗᏍᎪᎢ|gadà:gà:tǒ:sdí:sgó:ɂi||gạ²da¹ga¹to²³sdi³sgo³ɂi|I am often looking at myself|ga2daa1gaa1too23sdii3sgoo3-i
ᎠᎩᏁᏗ|à:ginehdi||a¹gị²neh²di|For me to have a liquid|aa1gi2neh2di
ᎢᏗᎷᎦ|ì:di:lù:ga||i¹di²lu¹ga|Let all of us climb it|ii1dii2luu1ga
ᏥᏰᎠ|jiyé:ɂa||jị²ye³ɂa|I am eating something flexible|ji2yee3-a
ᏦᎩᏍᏗᎩᏍᏗ|jò:gi:sdǐ:gî:sdi||jo¹gi²sdi²³gi³²sdi|For them and me to eat rod shaped things|joo1gii2sdii23gii32sdi
ᏕᎩᎮᏍᏗ|dé:gi:hé:sdi||de³gi²he³sdi|All of us will be having solid things|dee3gii2hee3sdi
ᏗᏧᏗᏔᏍᏗ|dija:di:tasdi||dị²ja²di²tạ²sdi|For you to drink drinks; For you all to drink drinks|di2jaa2dii2ta2sdi
ᏧᏂᏍᏗᎩᏍᏗ|jù:ni:sdǐ:gî:sdi||ju¹ni²sdi²³gi³²sdi|For them to eat rod shaped things|juu1nii2sdii23gii32sdi
ᏙᎩᎮᏍᏗ|dò:gi:hé:sdi||do¹gi²he³sdi|They and I will be having solid things|doo1gii2hee3sdi
ᏦᎩᏂᏍᏗᎩᏍᏗ|jò:gini:sdǐ:gî:sdi||jo¹gị²ni²sdi²³gi³²sdi|For him and me to eat rod shaped things|joo1gi2nii2sdii23gii32sdi
ᏚᏂᎮᏍᏗ|dù:ni:hé:sdi||du¹ni²he³sdi|They will be having solid things|duu1nii2hee3sdi
ᏓᎩᎮᏍᏗ|dà:gihé:sdi||da¹gị²he³sdi|I will be having solid things|daa1gi2hee3sdi
ᏕᏣᎮᏍᏗ|de:jahé:sdi||de²jạ²he³sdi|You will be having solid things|dee2ja2hee3sdi
ᏕᎩᏂᎮᏍᏗ|de:gini:hé:sdi||de²gị²ni²he³sdi|You and I will be having solid things|dee2gi2nii2hee3sdi
ᎬᏯᎦᏙᏍᏗ|gv:yagà:tǒ:sdi||gv²yạ²ga¹to²³sdi|I am looking at you|gvv2ya2gaa1too23sdi
ᏙᎩᏂᎮᏍᏗ|dò:gini:hé:sdi||do¹gị²ni²he³sdi|He and I will be having solid things|doo1gi2nii2hee3sdi
ᏥᏯᎦᏙᏍᏗ|ji:yagà:tǒ:sdi||ji²yạ²ga¹to²³sdi|I am looking at him|jii2ya2gaa1too23sdi
ᏍᏛᏯᎦᏙᏍᏗ|sdv:yagà:tǒ:sdi||sdv²yạ²ga¹to²³sdi|I am looking at you both; We two are looking at you or you both|sdvv2ya2gaa1too23sdi
ᎦᏥᏯᎦᏙᏍᏗ|gaji:yagà:tǒ:sdi||gạ²ji²yạ²ga¹to²³sdi|I am looking at them (animate)|ga2jii2ya2gaa1too23sdi
ᎢᎾᏓᎦᏙᏍᏓ|ì:nadaktǒ:sdā||i¹nạ²dạ²kto²³sda²|You and I recently looked at ourselves|ii1na2da2ktoo23sda2
ᏣᎪᏩᏘᎭ|jagowhtíha||jạ²gowh²tị³ha|He is seeing you|ja2gowh2ti3ha
ᏕᏣᏓᏚᎸᎲᎢ|dé:jadadu:lv:hv̌:ɂi||de³jạ²dạ²du²lv²hv²³ɂi|You all wanted each other a while ago|dee3ja2da2duu2lvv2hvv23-i
ᏕᏍᏓᏓᏚᎸᎲᎢ|de:sdadadu:lv:hv̌:ɂi||de²sdạ²dạ²du²lv²hv²³ɂi|You both wanted each other a while ago|dee2sdaa2da2duu2lvv2hvv23-i
ᎨᎦᏚᎵᎭ|ge:gadu:líha||ge²gạ²du²lị³ha|They are wanting all of us; They are wanted|gee2ga2duu2li3ha
ᎪᎦᏚᎵᎭ|go:gadu:líha||go²gạ²du²lị³ha|They are wanting them and me|goo2ga2duu2li3ha
ᏣᎲᎢ|jahv̌:ɂi||jạ²hv²³ɂi|You had something solid a while ago|ja2hvv23-i
ᎬᏆᏚᎵᎭ|gv:gwadu:líha||gv²gwạ²du²lị³ha|They are wanting me|gvv2gwa2duu2li3ha
ᎨᎩᎾᏚᎵᎭ|ge:ginadu:líha||ge²gị²nạ²du²lị³ha|They are wanting you and me|gee2gi2na2duu2li3ha
ᎪᎩᎾᏚᎵᎭ|go:ginadu:líha||go²gị²nạ²du²lị³ha|They are wanting him and me|goo2gi2na2duu2li3ha
ᏗᎩᎪᏩᏛᏗ|digi:gowhtv́hdi||dị²gi²gowh²tvh³di|For all of us to see them (inanimate)|di2gii2gowh2tvh3di
ᏗᎩᏂᎪᏩᏛᏗ|digini:gowhtv́hdi||dị²gị²ni²gowh²tvh³di|For you and me to see them (inanimate)|di2gi2nii2gowh2tvh3di
ᎯᏯᏚᎳ|hi:yadǔ:la||hi²yạ²du²³la|Let you want him|hii2ya2duu23la
ᎢᏍᎩᏯᏚᎳ|ì:sgi:yadǔ:la||i¹sgi²yạ²du²³la|Let you, two, or all want us all; Let you all want me|ii1sgii2ya2duu23la
ᎦᎯᏯᏚᎳ|gahi:yadǔ:la||gạ²hi²yạ²du²³la|Let you want them (animate)|ga2hii2ya2duu23la
ᎣᎩᏥ|o:gi:ji||o²gi²ji|Their and my mother|oo2gii2ji
ᎨᎦᎦᏙᏍᏔᏅᎢ|ge:gà:gà:tǒ:stánv̌:ɂi||ge²ga¹ga¹to²³stạ³nv²³ɂi|They were looked at a while ago|gee2gaa1gaa1too23sta3nvv23-i
ᎤᎾᎠ|ù:náɂa||u¹nạ³ɂa|He has something flexible|uu1na3-a
ᏣᏁᏗ|janehdi||jạ²neh²di|For you to have a liquid|ja2neh2di
ᎨᏣᎦᏙᏍᏓ|gé:jagà:tǒ:sdā||ge³jạ²ga¹to²³sda²|They recently looked at you all|gee3ja2gaa1too23sda2
ᏗᎩᏁᏗ|dì:gi:nehdi||di¹gi²neh²di|For all of us to have a liquid|dii1gii2neh2di
ᏦᎫᏗᏔᏍᏗ|jò:ga:di:tasdi||jo¹ga²di²tạ²sdi|For them and me to drink drinks|joo1gaa2dii2ta2sdi
ᎪᏣᎦᏙᏍᏓ|go:jagà:tǒ:sdā||go²jạ²ga¹to²³sda²|They and I recently looked at them (animate)|goo2ja2gaa1too23sda2
ᏦᎩᏁᏗ|jò:gi:nehdi||jo¹gi²neh²di|For them and me to have a liquid|joo1gii2neh2di
ᎢᏗᎷᎦ|ì:di:lù:gā||i¹di²lu¹ga²|All of us recently climbed it|ii1dii2luu1ga2
ᏧᏄᏗᏔᏍᏗ|jù:na:di:tasdi||ju¹na²di²tạ²sdi|For them to drink drinks|juu1naa2dii2ta2sdi
ᏗᎩᏍᏗᎩᏍᏗ|digi:sdǐ:gî:sdi||dị²gi²sdi²³gi³²sdi|For all of us to eat rod shaped things|di2gii2sdii23gii32sdi
ᎪᏍᏓᎦᏙᏍᏓ|go:sdagà:tǒ:sdā||go²sdạ²ga¹to²³sda²|He and I recently looked at them (animate)|goo2sda2gaa1too23sda2
ᏧᏂᏁᏗ|jù:ni:nehdi||ju¹ni²neh²di|For them to have a liquid|juu1nii2neh2di
ᎦᎴᎦ|gálè:ga||gạ³le¹ga|He is climbing it|ga3lee1ga
ᏓᎩᎾᎠ|dà:gináɂa||da¹gị²nạ³ɂa|I have flexible things|daa1gi2na3-a
ᏦᎩᏄᏗᏔᏍᏗ|jò:gina:di:tasdi||jo¹gị²na²di²tạ²sdi|For him and me to drink drinks|joo1gi2naa2dii2ta2sdi
ᏗᎩᏂᏍᏗᎩᏍᏗ|digini:sdǐ:gî:sdi||dị²gị²ni²sdi²³gi³²sdi|For you and me to eat rod shaped things|di2gi2nii2sdii23gii32sdi
ᏦᎩᏂᏁᏗ|jò:gini:nehdi||jo¹gị²ni²neh²di|For him and me to have a liquid|joo1gi2nii2neh2di
ᏕᏣᎾᎠ|de:janáɂa||de²jạ²nạ³ɂa|You have flexible things|dee2ja2na3-a
ᏕᎦᏯᎦ|de:gahyagā||de²gạ²hyạ²ga²|He recently ate flexible things|dee2ga2hya2ga2
ᏕᏥᎧᎭ|dé:ji:káha||de³ji²kạ³ha|You all have living things|dee3jii2ka3ha
ᏗᏥᏟᏐᏗ|dijì:hlǐ:sóhdi||dị²ji¹hli²³soh³di|For you all to gather things|di2jii1hlii23soh3di
ᎠᎾᏓᎪᏩᏘᏍᎪᎢ|à:nada:gowhtǐ:sgóɂi||a¹nạ²da²gowh²ti²³sgọ³ɂi|They are often seeing themselves|aa1naa2daa2gowh2tii23sgo3-i
